Rm,Sm,Rn,Sn,RS_Gr,RS_Gn,chi2_pvalue,diff_entropy,lsb_diff_entropy,median_prefix_p,chi2_stat,label,photo_id,variant,method,p,density,changed_frac
23707,21885,16943,15946,0.027801513671875,0.0152130126953125,2.5256412504583946e-18,6.157481258179373,0.999995269436232,1.667985807148941e-09,319.14928518848257,1,116,v2,nsF5,2,0.35,0.0898
23564,22077,17000,15957,0.0226898193359375,0.0159149169921875,2.7378964370825046e-18,6.154595505426404,0.9999986037418264,6.04216943315671e-12,318.8842760150669,1,116,v3,nsF5,2,0.85,0.2175
23683,21882,16873,15886,0.0274810791015625,0.0150604248046875,6.261847794924901e-16,6.159588227234672,0.9999990641732757,6.593733035901487e-05,300.6984382632077,1,116,v4,matrix,3,0.5,0.0625
23252,22442,16816,16187,0.012359619140625,0.0095977783203125,4.206095369123708e-07,6.1597369929614665,0.9999978660312133,0.0002621088710070778,222.83801657596527,1,116,v5,matrix,2,0.8,0.2005
25774,14341,21795,13063,0.1744537353515625,0.13323974609375,2.3144859822211445e-63,5.007804726982728,0.9988444941205247,5.050174217083217e-41,607.0377732371394,0,117,clean,,,,
25600,14384,21622,13114,0.171142578125,0.12982177734375,2.6719252886573374e-59,5.008873988858299,0.9991481410354853,9.057304738403224e-38,583.3318659094389,1,117,v0,nsF5,3,0.25,0.0319
25416,14451,21363,13163,0.1673126220703125,0.1251220703125,1.9637140367842007e-54,5.009879763139571,0.9994006495289841,4.1979491435483014e-36,554.582183760078,1,117,v1,nsF5,3,0.55,0.0699
25301,14492,21341,13015,0.1649322509765625,0.127044677734375,2.4966078014394336e-51,5.010238326739888,0.9995005469536811,2.398059568283196e-38,536.016363919213,1,117,v2,nsF5,2,0.35,0.0892
24773,14823,20734,13323,0.151824951171875,0.1130828857421875,5.803308319750366e-44,5.011019649917427,0.9998846797979268,1.8100107332392517e-37,491.1299445628362,1,117,v3,nsF5,2,0.85,0.2160
24573,14860,20640,13567,0.1482086181640625,0.1079254150390625,4.5621706141764e-44,5.011026864112146,0.9993235991161604,3.939362290787287e-25,491.7759299069637,1,117,v4,matrix,3,0.5,0.0626
22243,16367,18793,14556,0.08966064453125,0.0646514892578125,3.288997220924895e-16,5.017744580604765,0.9998583678151961,4.743737489141327e-13,302.8920054403973,1,117,v5,matrix,2,0.8,0.2004
32378,14138,27365,11310,0.2783203125,0.2449798583984375,0.0,4.313342847039602,0.9885952322755719,0.0,4017.499588831389,0,118,clean,,,,
31788,14128,26661,11375,0.26947021484375,0.233245849609375,0.0,4.321212392213071,0.9913029769473579,0.0,3859.8299953803084,1,118,v0,nsF5,3,0.25,0.0319
31214,14190,26016,11451,0.259765625,0.2222442626953125,0.0,4.3280787464691235,0.9938375192154554,0.0,3656.69923621176,1,118,v1,nsF5,3,0.55,0.0696
30838,14371,25667,11476,0.2512664794921875,0.2165374755859375,0.0,4.330867842422865,0.9947992084437287,0.0,3546.1720940072983,1,118,v2,nsF5,2,0.35,0.0885
29389,14842,24122,11952,0.2219696044921875,0.185699462890625,0.0,4.340128507472086,0.9988420641975859,0.0,2901.223223540838,1,118,v3,nsF5,2,0.85,0.2149
29663,14672,24620,11804,0.2287445068359375,0.195556640625,0.0,4.32770496417568,0.9933766381411872,0.0,3143.0585430861775,1,118,v4,matrix,3,0.5,0.0627
25143,16593,20459,13461,0.130462646484375,0.106781005859375,5.215452694561413e-230,4.345099164482527,0.9985502864960726,4.1806515207787545e-242,1487.083607212663,1,118,v5,matrix,2,0.8,0.2004
34130,9941,28978,9052,0.3690948486328125,0.304046630859375,2.115156073541984e-59,3.3405781361403437,0.9985739325364681,4.861041571927383e-49,583.927172797008,0,119,clean,,,,
33702,10136,28473,9190,0.359588623046875,0.2942352294921875,8.334141663686515e-61,3.3477869919696497,0.9988577032815044,2.1950153533641918e-48,592.1493048017181,1,119,v0,nsF5,3,0.25,0.0314
33194,10392,27913,9308,0.347930908203125,0.2838897705078125,1.1120786452900631e-60,3.3544788732145254,0.9992137374883274,1.5421098860063538e-47,591.4171737132979,1,119,v1,nsF5,3,0.55,0.0693
32838,10409,27556,9352,0.3422393798828125,0.27777099609375,1.9348401527614826e-58,3.3576962004650883,0.9993894692599712,1.0483764626452575e-46,578.2813446509617,1,119,v2,nsF5,2,0.35,0.0880
31656,10944,26167,9758,0.3160400390625,0.2503814697265625,4.61404126292628e-56,3.3733903049747553,0.9998408581571139,6.146349853653637e-44,564.2521121124331,1,119,v3,nsF5,2,0.85,0.2144
31241,11076,26235,9919,0.3076934814453125,0.24896240234375,2.8658130329731698e-46,3.3543870109940044,0.999160605369702,9.433011915205871e-36,505.3217246263133,1,119,v4,matrix,3,0.5,0.0625
25947,13800,21532,12370,0.1853485107421875,0.139801025390625,7.40320091174201e-13,3.3816053447804917,0.9998174485481288,1.3644289110236264e-10,275.7759476382975,1,119,v5,matrix,2,0.8,0.2008
33278,13773,28612,10600,0.2976226806640625,0.27484130859375,8.460234189753889e-95,4.327353272427168,0.9956606948510219,9.387602450663136e-80,783.9166737322961,0,120,clean,,,,
32720,13920,27952,10684,0.286865234375,0.26348876953125,3.430980221432527e-86,4.336874688359118,0.9966136612827344,7.341881830947662e-75,736.4255556622032,1,120,v0,nsF5,3,0.25,0.0314
32121,13934,27186,10760,0.2775115966796875,0.250640869140625,1.4496675675989508e-81,4.34639664476121,0.9974912057900105,4.5456960161183575e-71,710.6481732430691,1,120,v1,nsF5,3,0.55,0.0689
31789,14059,26918,10888,0.270538330078125,0.244598388671875,7.864695980430289e-84,4.3507507259485445,0.9980373481771196,7.274494471064891e-68,723.2970859228601,1,120,v2,nsF5,2,0.35,0.0876
30520,14574,25227,11266,0.243316650390625,0.2130279541015625,1.085190859321947e-73,4.368504732911817,0.9995372865550838,3.0754856758269163e-61,666.2944522076432,1,120,v3,nsF5,2,0.85,0.2128
30326,14408,25615,11198,0.242889404296875,0.2199859619140625,8.114234893473695e-62,4.345953961170655,0.9973127005533251,3.484103210970288e-56,598.0525892548166,1,120,v4,matrix,3,0.5,0.0625
25674,16340,21031,12977,0.142425537109375,0.122894287109375,1.805741179758271e-27,4.373721457650779,0.9994318688571953,1.2399629699481789e-23,384.55057286406293,1,120,v5,matrix,2,0.8,0.1997
32170,11660,25660,10005,0.312957763671875,0.2388763427734375,6.402781733307615e-157,3.4432121296290665,0.9998676379363766,4.299762355097109e-137,1114.1830474161115,0,121,clean,,,,
31924,11735,25366,10105,0.3080596923828125,0.2328643798828125,1.3952603514087993e-146,3.4484812082197207,0.9998972179907655,2.2711250384581753e-127,1060.3461244790658,1,121,v0,nsF5,3,0.25,0.0315
31668,11871,25041,10270,0.3020782470703125,0.2253875732421875,3.68850030890934e-133,3.454504125230939,0.999922205319016,2.080480794637714e-116,989.8905319919737,1,121,v1,nsF5,3,0.55,0.0690
31493,11920,24924,10326,0.2986602783203125,0.222747802734375,1.802750213986085e-137,3.4562447548701183,0.9999526369899139,8.452451243345006e-118,1012.5937033749467,1,121,v2,nsF5,2,0.35,0.0876
30816,12208,24095,10662,0.283935546875,0.2049713134765625,4.08735801042431e-108,3.4700683440414863,0.999991157915608,6.236658877129329e-92,856.3410373046803,1,121,v3,nsF5,2,0.85,0.2129
30160,12609,23891,10877,0.2678070068359375,0.198577880859375,2.834638601020206e-111,3.4549442547312497,0.9999156593042795,1.5067308347637788e-94,873.3616556424442,1,121,v4,matrix,3,0.5,0.0625
26237,14974,20761,12733,0.1718597412109375,0.12249755859375,6.269812780186636e-46,3.4781380163216946,0.9999920786024286,1.8545354677476816e-39,503.2380104468148,1,121,v5,matrix,2,0.8,0.1998
32765,11310,26202,9904,0.3273773193359375,0.248687744140625,4.020770159691231e-170,3.365929093221108,0.9998204190690037,2.3493551719977394e-145,1182.4601041704143,0,122,clean,,,,
32431,11404,25953,9980,0.3208465576171875,0.2437286376953125,8.623527851994402e-159,3.3716115917984655,0.9998680857491874,6.861296514202464e-136,1123.8884823861074,1,122,v0,nsF5,3,0.25,0.0316
32101,11548,25676,10117,0.3136138916015625,0.2374114990234375,5.474794137314592e-141,3.377975500021831,0.9999062896623508,8.883202977440475e-119,1031.0654182167682,1,122,v1,nsF5,3,0.55,0.0692
32100,11626,25524,10069,0.312408447265625,0.2358245849609375,1.5243132209943028e-153,3.3810971054034265,0.9998865546588133,5.776924376533066e-127,1096.6367558551121,1,122,v2,nsF5,2,0.35,0.0882
31175,11967,24764,10269,0.2930908203125,0.2211761474609375,4.158915303102533e-117,3.395615673939578,0.999973123336726,1.957509131530276e-98,904.6493456797596,1,122,v3,nsF5,2,0.85,0.2130
30487,12249,24293,10717,0.278289794921875,0.2071533203125,9.693989344897677e-123,3.3777400127026103,0.999898922294558,3.108443533478387e-103,934.6942240089359,1,122,v4,matrix,3,0.5,0.0628
26313,14732,21026,12477,0.1767120361328125,0.1304473876953125,5.869355894168845e-49,3.4047288758156644,0.9999676160438475,1.533917676055128e-39,521.7027005516868,1,122,v5,matrix,2,0.8,0.2001
34442,9408,28339,8837,0.381988525390625,0.297576904296875,5.823642831276442e-113,3.0038765644220464,0.9992111859992996,4.143068627611289e-91,882.4300907635285,0,123,clean,,,,
34090,9599,27914,8991,0.3737030029296875,0.2887420654296875,9.437151667750718e-104,3.0124039404576513,0.9994025557683607,3.522174839762916e-84,832.7343865591357,1,123,v0,nsF5,3,0.25,0.0317
33738,9734,27466,9197,0.36627197265625,0.2787628173828125,1.3794088338490037e-89,3.020655961120106,0.9995575917900426,4.934065352027373e-74,755.2303138271405,1,123,v1,nsF5,3,0.55,0.0694
33446,9827,27368,9112,0.3603973388671875,0.278564453125,1.515217099447999e-95,3.0241359058333455,0.9996704432452019,5.9903106866923e-73,788.0106539347298,1,123,v2,nsF5,2,0.35,0.0880
32573,10284,26336,9541,0.3401031494140625,0.2562713623046875,1.4547995053026252e-79,3.0436555347394814,0.9998924913439868,1.2040774475877358e-59,699.4333538535687,1,123,v3,nsF5,2,0.85,0.2132
31777,10571,25907,9939,0.323577880859375,0.24365234375,1.3906685256959296e-73,3.0205295026797403,0.999542301402514,1.0847054232334926e-60,665.6831691941552,1,123,v4,matrix,3,0.5,0.0630
26825,13217,21878,12022,0.2076416015625,0.150390625,1.265407130753026e-29,3.0539732480707036,0.9998625858085136,1.6137282118538178e-20,399.12450497961794,1,123,v5,matrix,2,0.8,0.2000
31698,14143,26002,10805,0.2678680419921875,0.2318878173828125,2.442901013824491e-82,4.054548420277345,0.9978036753714157,4.207928829654237e-89,714.9712237189195,0,124,clean,,,,
31377,14204,25539,10880,0.2620391845703125,0.2236785888671875,4.301826544393229e-77,4.060065407326587,0.9982508076665584,1.2517772173311377e-85,685.5344894877585,1,124,v0,nsF5,3,0.25,0.0313
31073,14349,25041,11003,0.25518798828125,0.214202880859375,1.8398021105459804e-74,4.0648999119918185,0.9987688904810956,7.468922034836403e-82,670.6645130572492,1,124,v1,nsF5,3,0.55,0.0689
30805,14418,24878,11095,0.2500457763671875,0.2103118896484375,5.946381967999236e-68,4.06727336995115,0.9990551254531237,2.6098033498535277e-86,633.5388817054119,1,124,v2,nsF5,2,0.35,0.0880
29954,14870,23909,11315,0.23016357421875,0.192169189453125,7.185591631457141e-66,4.077675784583666,0.9997262087510179,2.478013102508182e-78,621.5527884525593,1,124,v3,nsF5,2,0.85,0.2136
29589,14897,23864,11463,0.22418212890625,0.1892242431640625,2.3502843331776932e-56,4.065449619050718,0.9986793480297328,1.0843873933417473e-62,565.986126350684,1,124,v4,matrix,3,0.5,0.0625
25774,16893,20436,13058,0.1355133056640625,0.112579345703125,1.9789403777173213e-22,4.082981969152451,0.9996722090160377,9.573368523073708e-32,349.3401349834875,1,124,v5,matrix,2,0.8,0.2003
31794,11604,24974,10118,0.308074951171875,0.2266845703125,0.0,3.357053567133816,0.9999657803291314,3.180565312084219e-154,2019.496436802172,0,125,clean,,,,
31623,11710,24719,10137,0.3038482666015625,0.222503662109375,7.5e-322,3.3647278466631296,0.999977072898043,2.919774801079098e-144,1943.7283933151784,1,125,v0,nsF5,3,0.25,0.0314
31406,11904,24607,10206,0.297576904296875,0.2197418212890625,1.027017160834e-312,3.372331580238057,0.9999789300379087,1.7036532314188406e-130,1898.7067357383798,1,125,v1,nsF5,3,0.55,0.0689
31386,11939,24590,10189,0.2967376708984375,0.2197418212890625,1.301636267834708e-290,3.3750303690055756,0.9999907280852858,1.2315822139971843e-131,1789.4611778825583,1,125,v2,nsF5,2,0.35,0.0876
30940,12244,24098,10387,0.2852783203125,0.2092132568359375,3.2186575046028993e-255,3.393219335793315,0.9999951128289974,3.6114946338898796e-112,1613.4392299425301,1,125,v3,nsF5,2,0.85,0.2124
30048,12656,23505,10867,0.265380859375,0.192840576171875,1.5415738602943845e-256,3.3710550917717708,0.9999756526084485,1.8097133114973497e-112,1620.0296589514512,1,125,v4,matrix,3,0.5,0.0625
26467,14914,20748,12524,0.1762847900390625,0.12548828125,1.0746445960199965e-92,3.4025415956918272,0.9999969611329693,2.057334754785806e-45,772.3627308574672,1,125,v5,matrix,2,0.8,0.1996
46843,2376,45791,3383,0.6785125732421875,0.6470947265625,0.0,1.8529700171555836,0.9162967645306606,3.495534015942992e-239,2178.314500654171,0,126,clean,,,,
45160,2657,43949,3604,0.6485443115234375,0.6156158447265625,0.0,1.9064012482187402,0.935597461647764,3.3394736179016116e-237,2164.1967403237363,1,126,v0,nsF5,3,0.25,0.0318
43363,3077,41843,3977,0.614715576171875,0.577789306640625,0.0,1.9568961508984022,0.9546084718398683,1.0489028036548339e-231,2114.295671828558,1,126,v1,nsF5,3,0.55,0.0698
42723,3227,41012,4126,0.6026611328125,0.562835693359375,0.0,1.9798033479491917,0.9618838233997598,2.508965406076781e-227,2075.846734301426,1,126,v2,nsF5,2,0.35,0.0887
38798,4864,36350,5507,0.517791748046875,0.4706268310546875,2.1571739480290164e-303,2.0726021568927333,0.9912804918662965,1.1514582749995215e-202,1846.9234774120337,1,126,v3,nsF5,2,0.85,0.2154
39324,3816,38069,4741,0.54180908203125,0.508544921875,3.1534117304850527e-277,1.952190827137219,0.9514616485129253,4.395862910830312e-190,1717.4264351443194,1,126,v4,matrix,3,0.5,0.0627
27691,8298,26277,9023,0.2959136962890625,0.263275146484375,9.15452168043088e-96,2.091880108190866,0.9893533853252097,2.0679118669494763e-76,784.8489517297486,1,126,v5,matrix,2,0.8,0.2003
23618,21938,16738,16043,0.025634765625,0.0106048583984375,7.74666883460891e-139,6.422409758016746,0.9999994665080005,3.4221311527247237e-31,1019.7768139167969,0,127,clean,,,,
23637,21958,16709,16107,0.0256195068359375,0.009185791015625,1.493574928892003e-112,6.421665989947066,0.999999372602857,1.988601145526692e-26,880.2331700588758,1,127,v0,nsF5,3,0.25,0.0319
23680,21939,16725,16108,0.0265655517578125,0.0094146728515625,5.3554908332524005e-92,6.420990257672228,0.9999993466264026,3.3177454545921434e-22,768.5247225182654,1,127,v1,nsF5,3,0.55,0.0700
23626,21958,16888,16135,0.02545166015625,0.0114898681640625,6.25001414761502e-83,6.4207291541385105,0.9999965520955285,2.7762454442260037e-18,718.2768592649883,1,127,v2,nsF5,2,0.35,0.0887
23727,21941,16913,16140,0.027252197265625,0.0117950439453125,1.990073147645064e-31,6.418398916687556,0.9999963067678703,3.00845999150181e-09,411.140361113916,1,127,v3,nsF5,2,0.85,0.2157
23556,22042,16676,16126,0.023101806640625,0.008392333984375,6.191694140023847e-98,6.422269902467431,0.99999915003785,1.667543018979311e-24,801.0768066864389,1,127,v4,matrix,3,0.5,0.0626
23392,22197,16657,16299,0.0182342529296875,0.005462646484375,5.730159858833601e-31,6.422257417854797,0.9999949682457658,2.386177504529751e-05,408.0948901930548,1,127,v5,matrix,2,0.8,0.1999
23286,21965,16784,15837,0.0201568603515625,0.0144500732421875,4.095213876495267e-127,6.365708636765291,0.99999999793453,5.917557057120747e-07,957.9239454359259,0,128,clean,,,,
23283,21886,16715,15912,0.0213165283203125,0.0122528076171875,3.749028320282454e-110,6.365151199799898,0.9999993466264026,5.417918005735472e-07,867.3258439825274,1,128,v0,nsF5,3,0.25,0.0319
23390,21793,16710,15931,0.0243682861328125,0.0118865966796875,1.168420830114846e-83,6.3644537728958275,0.9999978374834388,2.127348823110603e-06,722.3389044526596,1,128,v1,nsF5,3,0.55,0.0701
23351,21900,16648,15915,0.0221405029296875,0.0111846923828125,2.867906446037441e-81,6.3640320692288395,0.9999989073660915,3.104657973842972e-05,708.9904067678075,1,128,v2,nsF5,2,0.35,0.0890
23383,21869,16717,15894,0.023101806640625,0.0125579833984375,1.2148386968152548e-34,6.361685396493091,0.9999986794055199,0.0022681934403698365,432.1934643126962,1,128,v3,nsF5,2,0.85,0.2154
23242,21946,16637,16055,0.019775390625,0.008880615234375,9.976643531709087e-91,6.365684789467306,0.9999977798188302,2.2508491837186517e-07,761.5262204301641,1,128,v4,matrix,3,0.5,0.0628
23022,22211,16473,16124,0.0123748779296875,0.0053253173828125,1.3567421912940103e-32,6.365717323783924,0.9999999048935346,0.04273365191199483,418.8309796400006,1,128,v5,matrix,2,0.8,0.2002
23280,21224,17063,15762,0.0313720703125,0.0198516845703125,2.721558615404985e-163,6.16432463892249,0.999999156012962,2.1702331355420445e-21,1147.1970540058123,0,129,clean,,,,
23232,21238,16993,15756,0.030426025390625,0.0188751220703125,1.4524527641102678e-143,6.163768535288994,0.9999994853079974,1.1526029508715729e-19,1044.564972353703,1,129,v0,nsF5,3,0.25,0.0319
23232,21240,16926,15760,0.0303955078125,0.017791748046875,2.4204241218665262e-116,6.163103548926514,0.9999995083337782,8.240493668522274e-16,900.5569814273096,1,129,v1,nsF5,3,0.55,0.0699
23249,21343,17082,15698,0.029083251953125,0.0211181640625,2.345958201330737e-99,6.162954927577838,1.0,1.4095208540270929e-10,808.8336452588628,1,129,v2,nsF5,2,0.35,0.0884
23353,21290,17123,15745,0.0314788818359375,0.021026611328125,6.324127469609533e-48,6.1608688264863565,0.9999998246352666,5.697829888428433e-06,515.4323718210517,1,129,v3,nsF5,2,0.85,0.2149
23071,21430,16810,15844,0.0250396728515625,0.014739990234375,1.7564320838011447e-120,6.164364013750782,0.9999990325062345,7.578563357933675e-16,922.6674244484427,1,129,v4,matrix,3,0.5,0.0627
22803,21788,16805,16047,0.0154876708984375,0.011566162109375,2.543328670215051e-52,6.164204754966395,0.9999995657348879,3.9301785165968424e-05,541.9694620597829,1,129,v5,matrix,2,0.8,0.2001
39255,6020,36934,6716,0.5071258544921875,0.461090087890625,0.0,3.0435674140014872,0.9574400988371636,0.0,39258.029625367766,0,130,clean,,,,
38259,6212,35714,6913,0.4889984130859375,0.4394683837890625,0.0,3.070244644699132,0.9671219674002016,0.0,37563.07578311858,1,130,v0,nsF5,3,0.25,0.0316
37086,6487,34408,7120,0.4669036865234375,0.4163818359375,0.0,3.097002888520917,0.976989327060281,0.0,35592.30554114883,1,130,v1,nsF5,3,0.55,0.0692
36594,6698,33800,7205,0.4561767578125,0.4058074951171875,0.0,3.108559359850726,0.981010841771295,0.0,34580.90261888454,1,130,v2,nsF5,2,0.35,0.0884
33918,7741,30714,8056,0.3994293212890625,0.345733642578125,0.0,3.1561521269237027,0.995780217760609,0.0,28800.03593115649,1,130,v3,nsF5,2,0.85,0.2139
34125,7143,31729,7710,0.411712646484375,0.3665008544921875,0.0,3.0972048179197,0.9755227313482301,0.0,29940.449511340812,1,130,v4,matrix,3,0.5,0.0626
25737,10607,23594,10756,0.230865478515625,0.195892333984375,0.0,3.1725821935684024,0.9949338810063779,0.0,14005.660481774828,1,130,v5,matrix,2,0.8,0.2003
44707,3401,42126,3647,0.630279541015625,0.5871429443359375,7.859300933266027e-187,1.725804129586315,0.9639483494589285,2.9900691345211415e-174,1250.1964166385244,0,131,clean,,,,
43518,3701,40664,3886,0.6075592041015625,0.561187744140625,3.289876694986622e-173,1.7750447442020323,0.9719812010251052,1.4365649512352e-165,1178.1222790396623,1,131,v0,nsF5,3,0.25,0.0317
42288,4060,39119,4209,0.58331298828125,0.532684326171875,7.063570800349884e-173,1.8233752532865943,0.9801638938594148,6.934464151281982e-162,1176.4241962031465,1,131,v1,nsF5,3,0.55,0.0696
41556,4259,38409,4426,0.5691070556640625,0.5185394287109375,7.793591343027957e-163,1.8405132265968727,0.9834209626096122,2.965244521514976e-160,1124.9014695956362,1,131,v2,nsF5,2,0.35,0.0880
38805,5491,34827,5474,0.508331298828125,0.4478912353515625,5.342371154006059e-138,1.932064145222572,0.996035966367389,5.4606029018638704e-132,996.2232800889911,1,131,v3,nsF5,2,0.85,0.2133
38498,4933,35837,5169,0.5121612548828125,0.46795654296875,2.0409279573100777e-137,1.8192859737304035,0.9788031278281848,1.8537136872613938e-124,995.5900679988098,1,131,v4,matrix,3,0.5,0.0630
28396,9194,25774,9344,0.292999267578125,0.250701904296875,4.45779092013788e-52,1.959659661082553,0.9952768961319066,4.45779092013788e-52,527.1845712200019,1,131,v5,matrix,2,0.8,0.2000
43917,3951,40654,4272,0.609832763671875,0.555145263671875,3.02175e-319,1.6075755545734787,0.9668211540693239,1.4780934435837e-311,1925.0646562745994,0,132,clean,,,,
42761,4219,39339,4507,0.588104248046875,0.531494140625,7.782481762134425e-306,1.6499305869284244,0.9744402034695037,1.047126996944264e-303,1858.9786423465,1,132,v0,nsF5,3,0.25,0.0319
41570,4517,37946,4764,0.5653839111328125,0.506317138671875,1.436503165054209e-307,1.6926341120265709,0.9817553240156071,8.766956570945536e-306,1867.5316948857505,1,132,v1,nsF5,3,0.55,0.0700
41168,4663,37220,4950,0.5570220947265625,0.492401123046875,3.854191042102353e-306,1.7112424606436354,0.9851860677859121,7.848912477119046e-304,1860.4843502589347,1,132,v2,nsF5,2,0.35,0.0889
38444,5792,34046,5988,0.49822998046875,0.428131103515625,1.7126883844077228e-292,1.789269487238009,0.9965719248926139,2.5720390289596227e-285,1793.062458477697,1,132,v3,nsF5,2,0.85,0.2157
38188,5393,34908,5655,0.5004119873046875,0.4463653564453125,2.4706262567640787e-223,1.6878823520511426,0.9803311149390407,2.4706262567640787e-223,1448.1143220149434,1,132,v4,matrix,3,0.5,0.0625
28781,9335,25670,9492,0.296722412109375,0.246856689453125,2.6012795780649637e-106,1.8179880342067345,0.9954148648114913,1.698272227096142e-103,842.1263623031443,1,132,v5,matrix,2,0.8,0.1996
65003,102,64969,100,0.9903106689453125,0.9898223876953125,0.0,0.11951804629896615,0.06176770464083577,0.0,245463.7317606376,0,133,clean,,,,
56509,416,56471,413,0.8559112548828125,0.855377197265625,0.0,0.448863890144843,0.3820646881654248,0.0,211161.59680646792,1,133,v0,nsF5,3,0.25,0.0352
47943,1514,47898,1509,0.7084503173828125,0.7078399658203125,0.0,0.6736897528312749,0.604199006965271,0.0,173498.39893297985,1,133,v1,nsF5,3,0.55,0.0773
46742,1872,46701,1863,0.684661865234375,0.684173583984375,0.0,0.7107447704517985,0.6389106998868148,0.0,167274.61004531482,1,133,v2,nsF5,2,0.35,0.0873
30933,7424,30874,7402,0.3587188720703125,0.358154296875,0.0,0.98797978170116,0.9108151894553291,0.0,81653.39943989743,1,133,v3,nsF5,2,0.85,0.2115
49244,1282,49202,1277,0.731842041015625,0.7312774658203125,0.0,0.6427574173057838,0.5735752605982741,0.0,179547.95505201642,1,133,v4,matrix,3,0.5,0.0702
31582,6890,31541,6887,0.37677001953125,0.376190185546875,0.0,0.9719430829856929,0.8960273629199209,0.0,89158.33119221068,1,133,v5,matrix,2,0.8,0.1990
49378,1903,48663,2448,0.7244110107421875,0.7051849365234375,0.0,1.0654042273692663,0.8768755786361708,1.3368411101023866e-261,2278.8514844799734,0,134,clean,,,,
47698,2181,46700,2676,0.6945343017578125,0.6717529296875,0.0,1.1374351379823084,0.9052904759198523,5.309528198566775e-260,2258.064513500268,1,134,v0,nsF5,3,0.25,0.0314
45938,2572,44577,3040,0.661712646484375,0.6338043212890625,0.0,1.2060624195690177,0.9325581705287064,4.364951861745297e-253,2220.3781903574086,1,134,v1,nsF5,3,0.55,0.0690
45056,2790,43478,3259,0.644927978515625,0.6136932373046875,0.0,1.2336235086025327,0.9434718641596449,3.4191007848527315e-249,2120.611660109668,1,134,v2,nsF5,2,0.35,0.0869
40982,4349,38470,4623,0.5589752197265625,0.5164642333984375,0.0,1.3573527931575977,0.9868142034342524,7.539635815280025e-244,2084.849160712634,1,134,v3,nsF5,2,0.85,0.2120
41417,3402,40333,3945,0.5800628662109375,0.55523681640625,3.900379279033486e-304,1.1972382103648724,0.9283335442765523,2.5937969299062432e-195,1797.6224813098315,1,134,v4,matrix,3,0.5,0.0627
28655,8098,27251,8531,0.3136749267578125,0.28564453125,1.0648874075554719e-126,1.3793371205040084,0.9844567746638493,1.0479900614269663e-78,908.2595934938053,1,134,v5,matrix,2,0.8,0.1994
45706,2844,42915,3368,0.654022216796875,0.6034393310546875,0.0,1.6722771068857065,0.9632570642276396,0.0,2345.254676697561,0,135,clean,,,,
44462,3123,41479,3697,0.6307830810546875,0.576507568359375,0.0,1.718715118219248,0.9717821944850159,0.0,2299.2570777716533,1,135,v0,nsF5,3,0.25,0.0315
43240,3521,39857,4063,0.6060638427734375,0.546173095703125,0.0,1.7644467876422993,0.9796541926896516,0.0,2266.390476165628,1,135,v1,nsF5,3,0.55,0.0690
42422,3710,39048,4174,0.5906982421875,0.532135009765625,0.0,1.7852142752554085,0.983205851586719,0.0,2283.40511286989,1,135,v2,nsF5,2,0.35,0.0883
39173,5098,35000,5262,0.5199432373046875,0.453765869140625,0.0,1.8722669055907544,0.9961955991242111,0.0,2205.355144376951,1,135,v3,nsF5,2,0.85,0.2145
39299,4394,36374,4939,0.5326080322265625,0.4796600341796875,6.178791001938237e-295,1.7606166676996458,0.9784732973588661,3.502957774539323e-297,1799.3963491003524,1,135,v4,matrix,3,0.5,0.0625
28547,8995,25912,9208,0.29833984375,0.2548828125,5.5750837341530484e-130,1.9026651172075872,0.9953436966576257,3.6274394474719474e-132,963.6984570467639,1,135,v5,matrix,2,0.8,0.2008
56646,866,56469,1249,0.85113525390625,0.84259033203125,0.0,0.7975601784994334,0.6154710748757878,0.0,23010.340798712365,0,136,clean,,,,
53817,1063,53489,1447,0.804962158203125,0.794097900390625,0.0,0.9192313989677275,0.7103170430277452,0.0,22245.93169927641,1,136,v0,nsF5,3,0.25,0.0313
50850,1521,50330,1876,0.7527008056640625,0.739349365234375,0.0,1.0317461713192286,0.7966688516623597,0.0,21301.513829098625,1,136,v1,nsF5,3,0.55,0.0687
49187,1851,48595,2183,0.7222900390625,0.70819091796875,0.0,1.0792362625340712,0.8329184816077999,0.0,20249.390576525082,1,136,v2,nsF5,2,0.35,0.0877
42641,4325,41541,4500,0.58465576171875,0.5652008056640625,0.0,1.260718499454996,0.9625119254784968,0.0,17374.184756555384,1,136,v3,nsF5,2,0.85,0.2133
45621,2071,45176,2461,0.664520263671875,0.6517791748046875,0.0,1.0165647574885448,0.7842229478470604,0.0,17712.342238794503,1,136,v4,matrix,3,0.5,0.0625
28991,7495,28471,7796,0.3280029296875,0.3154754638671875,0.0,1.2614287026355917,0.9552275583190986,0.0,7905.0655627316055,1,136,v5,matrix,2,0.8,0.2006
33987,3688,30674,7618,0.4623260498046875,0.351806640625,4.340556949795286e-261,2.826834538619015,0.9962431663174172,5.1902833296987375e-101,1642.7365886230184,0,137,clean,,,,
33519,3928,30153,7783,0.4515228271484375,0.341339111328125,2.192261502829116e-260,2.841407581142189,0.9972017536973365,9.507893023085323e-103,1639.228552461423,1,137,v0,nsF5,3,0.25,0.0315
32801,4257,29422,7985,0.435546875,0.3271026611328125,8.663721866462428e-260,2.8567508324278506,0.9979948095412122,6.412805636269294e-104,1636.2513837277793,1,137,v1,nsF5,3,0.55,0.0691
